,0
53,  My hand after washing it 20 times today 😣😣   Look at what corona has cause😷😭😭        Bomboclaat …
54,  smoke break? unless you got corona stay backkkkk
55, What's the problem?What are you going through? You can talk to me. You can't commit suicide in this… 
56,this quarantine has kicked my depression up a couple notches thanks to my work and routine being void now and im ef… 
57,  Weebs be sitting at home tweeting about the corona but watch anime on illegal sites. Mfs worried about the wrong virus
58,"  🚨Bill Hemmer,on Fox,just had a Doctor on that said Corona can be stopped within 2 weeks with Chloroquine.Hemmer was shocked &amp;…"
59,  here’s a deleted scene from TWD’s special on corona virus 
60,  this man’s piss could stop corona
61,"  There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
62,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
63,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
64,  Day 5: We have rediscovered farming
65,"  There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
66,  Day 5: We have rediscovered farming
67,"  Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…"
68,Aha. Knew it. Another hidden family issue will be an explosion of credit card debt. 
69, _the_great: A lot of you would actually benefit from taking a good look introspectively at your issues with women. This is just gros…
70,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
71,"  Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…"
72,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
73,"  There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
74, Stay safe. Will you do any show in India once Corona shit is over? ❤️
75,  Sharing this because corona  
76,  everyone coming out of corona as barista
77, _Nixon: It’s increasingly hard to avoid the conclusion that Britain’s failure to scale up testing is a result of the government’s…
78,"  Many mocking him but he hasn't said anything preposterous. No link of Vitamin D with Corona, and his comment must not b…"
79,  This. Is. Unacceptable. I will continue to remind my fellow New Yorkers that this kind of bigoted behavior will NOT b…
80,"I almost bought one yesterday, but to get a single it had to be in a can. And I promoted the improved version of my… "
81,  Everyone in this looks sick
82,WHAT A FUCKING LIBERTY! 
83,  holy shit I hate every person in this video
84,  Day 5: We have rediscovered farming 
85,Please stop blaming Millennials for something stupid said by a Z Generation kid. Also don't blame all Z Generation… 
86,_Matt3 Might as well call me Corona Key at this point 😂💀
87, _Prince90: Corona not going to stop me from having fun!  Lol Cleveland freaks where y’all at?!? 
88,Lowkey  should start giving free subscriptions to keep people inside.I'm just saying tho.🙆🏻‍♂️😊#corona
89,  holy shit I hate every person in this video
90,  my last white blood cell challenging corona to a dance battle for the fate for my body
91,That Indian corona music video is killing me😂
92,  The hard part is that Nigeria isn’t wired to lock down. Majority workers are in the informal space &amp; poor. The formal secto…
93,"  Trump is trying to distract you from his incompetence with his racism, don’t let him."
94,  holy shit I hate every person in this video
95,  here’s a deleted scene from TWD’s special on corona virus 
96,  Trump is racist.
97,  Day 5: We have rediscovered farming
98,  POTUS edits the copy for accuracy.
99, _: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…
100,Will I ever graduate? First strike and now corona? I’m livid 
101,  I’m setting JoJo’s Corona PSA song as my new ringtone 
102,  Tweet from Jan 14.Chinese authorities concluded that there is no evidence of human to human transmission of Wuhan Coron…
103,  Day 5: We have rediscovered farming
104," _jr: Yea guys as y'all go day to day wondering when the next Corona case will pop up and where, remember a wise man once said ht…"
105," _esche: hi all, just wanted to send out a quick update. no! i do not have corona! however! every other second i think that i do! &amp;…"
106,  If corona don’t take me out then boredom will
107,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
108,  Corona day 3: it just feels like Sunday again and...again
109,  Day 5: We have rediscovered farming
110,no offense but y'all are stupid and weird looking mofos 
111,this lot have about 8 brain cells between them 
112, _: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…
113,"  if corona has your gym closed then try my home workouts sis, you can grow your bum from home x "
114, _: 2 weeks? it’s a fucking global pandemic not a hamstring strain.
115,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
116,  Everyone in this looks sick
117,Well guess I can't get Animal Crossing anymore.My mom isn't letting me leave the house and is acting like we're be… 
118, _ciara: Me once I touch down on my first trip post-corona  
119, _: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…
120,"  I just asked a DC cop what he’s noticed since the coronavirus sent people home. “More domestic violence,” he said, withou…"
121,  Who do you think would end corona. New generation army let’s goooooooo!!
122,  Stay safe with these Corona Virus tips! We strongly urge everyone to take these precautionary methods to ensure their saf…
123,"If things keep going the way they are I’m gonna need to start calling it the “but trump says it’s not a big deal, l… "
124,  Day 5: We have rediscovered farming
125,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
126,  Please RT: A team of researchers is looking for volunteers to translate a survey on Corona (1300 words) into many languages…
127,"  Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…"
128, Target needs to take out the trash if they want Americans to spend their corona money at Target..or tarja… 
129,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
130,  Day 5: We have rediscovered farming
131,  Day 5: We have rediscovered farming
132,  Day 5: We have rediscovered farming
133,we are with you modiji for fight to corona.
134,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
135,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
136,  Despicable behavior 
137, Who here has corona?  Who knows anyone that has it?  Just wondering.
138,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
139," _Dlaminii: 😂😂😂 I love my country, but how did we get here😂? "
140,  President Muhammadu Buhari has directed a repositioning of the economy to mitigate global effect of the Corona Virus in Nig…
141,  this man’s piss could stop corona
142,Corona has become something else Ugandan airport has misunderstood everything now extorting money from pple no wonder
143,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
144, _Citizen: Any company that continues to deny their workers paid sick leave is a danger to the American public.…
145,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
146,  holy shit I hate every person in this video
147, _silenced: This is actually the most important time in our Country to begin Mass DeportationsWe need our Medical Industry for Ameri…
148,    Bloomberg shelled out $50 mil for corona aid..... and $500 mil for a purely pride stroking…
149,"  Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…"
150,  this man’s piss could stop corona
151,This guy is a dangerous fucking moron 
152,"Seriously, how dumb can you be??? #facepalm "
153, _: 2 weeks? it’s a fucking global pandemic not a hamstring strain.
154, are all branches shutting due to corona or just those you planned to close by end of year?
155,  There has never been a president less equipped to meet the moment than . It’s time for leaders from both…
156,  Wow!How China brought new corona virus cases from 15000 mid February to 1 new yesterday. Extremely aggressive and vigilan…
157,  The political incorrectness of  is one of his most endearing qualities 
158,  The political incorrectness of  is one of his most endearing qualities 
159,before corona vs everyone during the lockdown 
160, _: 2 weeks? it’s a fucking global pandemic not a hamstring strain.
161, _ciara: Me once I touch down on my first trip post-corona  
162,  Day 5: We have rediscovered farming
163,  holy shit I hate every person in this video
164,  Everyone in this looks sick
165,  holy shit I hate every person in this video
166, _TheGoat: See 10 Do 10 💪🏽 I challenge  _Meech _justin _Reacher _fm __ _  …
167,  If we’re lucky Corona will cancel Taurus birthdays too
168,  Sharing this because corona  
169,I can’t begin to explain how much this would anger  if she lived anywhere near that building 
170,  Putting aside the obvious attempts to start a debate over political correctness... my god the font is so fucking large.
171," _MBanks: Reading the Corona loan scheme: the Govt want security. House/land, the normal...if people have assets and decent LTV…"
172,"  I have been informed that the CDC says the Corona virus dies out at 77 degrees. So, I guess turn up your thermostat? Simp…"
173,  this man’s piss could stop corona
174, _23: Get rid of Coronavirus in 12 weeks but wants emergency extensive powers for 2 years! Boris Johnson is a health risk to the…
175,  Corona is a timely reminder of how obscene the wealth of the royal family is. The queen is moving to Windsor Castle because…
176,  Everyone in this looks sick
177,my burnt ass was really thinking of various conspiracies as to how the corona virus is a government ploy
178,  These are the MFs that get bit in a zombie movie and try to hide it from everyone else
179,  holy shit I hate every person in this video
180,"  There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
181,  Day 5: We have rediscovered farming 
182,  Bro thx for sharing me the Corona virus vaccine. I owe you my life
183,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
184,"  Empower yourselves today!...signup for free online course from ALISON, learn more about the Corona virus online even as y…"
185,  this man’s piss could stop corona
186,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
187," Scare-mongering idiot. Unfortunately, Italy has the Worlds 2nd oldest average population outside of Ja… "
188,"Gun sales are up 300%, the fuck y’all hoarding guns for 😳You gonna shoot Ms Corona?"
189,  Corona so bad even loadshedding went into quarantine
190,  everyone coming out of corona as barista
191, _meyou7: CDC: “social distancing” “2 week isolation” “flatten the curve”Americans: *continue to go on spring break trips and han…
192," _ashlee_4_: Dear corona virus, We really hate you. Sincerely, The class of 2020"
193,  38% of hospitalized #Coronavirus patients were aged 20 to 54.Listen to the stats — not this guy.STAY HOME! …
194,  this man’s piss could stop corona
195,"  There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
196,"  “If I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partying”: Spring breakers are still…"
197,  this incompetent racist asshole 
198,"  It's interesting that  coronavirus gets its name from a spiked ring of proteins on its surface that resembles a crown, henc…"
199,  Corona day 3: it just feels like Sunday again and...again
200,  here’s a deleted scene from TWD’s special on corona virus 
201,  Corona is a timely reminder of how obscene the wealth of the royal family is. The queen is moving to Windsor Castle because…
202,"   “They say Corona is near, but the only thing i fear is that u might disappear, what’s between us was never clear…"
203,Nowhere Island like Mother 3 
204,what an asshole 
205, _ciara: Me once I touch down on my first trip post-corona  
206,  #eventprofs have a read of our talk with  editor  on ways you can keep your events intact…
207,"   Chinese wet market virus, or the Xi coverup virus. Choose one; just calling it Corona… "
208,  Corona day 3: it just feels like Sunday again and...again
209, All talk soon so more can be ok and say on news so all can see truth sky is prove them nazi paedophile Eli… 
210," _in_kiev: this blame deflecting strategy will and already has led to attacks in the streets. there's a reason they called AIDS ""ga…"
211,"  Watch my live interview at Puthiya Thalaimurai television channel today, 3-4pm for #Corona related queries/clarificati…"
212,  this man’s piss could stop corona
213,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
214,  I hope I’ve got corona virus so I can cough in your face!!!
215,  this incompetent racist asshole
216,"  “If I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partying”: Spring breakers are still…"
217,Last premium SMS of the day is a company well positioned to see a surge in sales from current Corona Virus situat... 
218,  #springbreak2020 Corona can’t stop our beach vacation 
219, _EngineerRS: Pros and cons with Corona quarantine:Pros: I can play Runescape all dayCons:
220,  corona virus update:im really sorry to tell you this here on twitter but unfortunately this morning I woke up to my best fri…
221,  Sharing this because corona  
222, Your Corona tweets would seem more sincere if your ‘pinned tweet’ wasn’t a clip of you giving a tanned… 
223,Fucking corona man
224,  RuPaul’s Drag Race: Corona Virus Edition 
225, _: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…
226,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
227,  Day 5: We have rediscovered farming
228,Corona.... Maybe here... but it’s not here to stay... Eliminate it with these “handy” and yet affordable products..… 
229,can it get any more stupid 
230,  Everyone in this looks sick
231,  Very important pregnancy data for patients with #covid19 . Click and follow the threads for details   #cov…
232," _: Corona please. We are tired, we get it."
233,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
234,"  Extra lime, please"
235,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
236,  holy shit I hate every person in this video
237, ___p: This corona shit is getting serious &amp; life too short so if we got beef or fell out I just want to say fuck you again fr…
238,“Roll around in a field of ticks to get Lyme for your Corona”I lol’d
239,  Everyone in this looks sick
240,  First real victim of corona virus 😱😱😱
241,  holy shit I hate every person in this video
242,  Day 5: We have rediscovered farming
243,"  DOOM Guy says corona can suck on a dick, tit, inanimate object for all I care #DOOM #CoronaVirusUpdate #mixerstreamer #mixe…"
244,  Let’s all of us take pledge to follow Janta Curfew this Sunday from 7 am to 9pm so that we strengthen India’s fight ag…
245,Now I’d didn’t wanna say it but I was out for the whole two weeks Christmas holiday👀 
246,I reach house norr momi do mopping schedule for the year sakeov corona eii be like ago mop get muscles 😂
247, _Ind: Long time back this person broke off all relations with me because I revolted against dynasty &amp;  TODAY I BRE…
248,"Or it was just, and hear me out on this one... the fucking flu "
249,  Thousands of people cramped up in the Eidgah Camp. What percussions are being taken to ensure their safety from Corona?
250,"'Deep Thoughts' with Lincoln Chafeefrom the far away fields of Wyoming...[ Not Wyoming, RI ]… "
251,  Corona day 3: it just feels like Sunday again and...again
252,"  Aggressively, purposefully, maniacally, loathsomely racist."
253,  Everyone in this looks sick
254,    Shutting down planned parenthood would save more lives than the Corona virus will take!!
255,Is this real? 
256,"'If I get corona, I get corona': Coronavirus pandemic doesn't slow spring breakers' party  via "
257,"He said once all this corona stuff blows over he’s gonna take me to Ruth’s Chris, he better not be lying either lol"
258,  The corona virus is being exaggerated !! Just keep y’alls nasty ass manos clean and you’ll be fine !
259,  Sharing this because corona  
260,  holy shit I hate every person in this video
261," _ashlee_4_: Dear corona virus, We really hate you. Sincerely, The class of 2020"
262,Corona on the way 🐘 
263," _: Corona please. We are tired, we get it."
264,"As I'm rewatching #RHOP season 4, it's really odd in these times to watch Ashley be a walking Corona billboard. I w… "
265,   Did you see this....👀👇👀👇👀
266,"  Trump's notes today show ""Corona"" crossed out to read ""Chinese virus"" (Photo: Jabin Botsford/The Washington Post via Getty Image…"
267,  My dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is…
268,  So are y’all gonna stop washing your hands once this corona business blows over or we gonna keep up this basic hygienic p…
269,  everyone coming out of corona as barista
270,Tryna catch wines not corona
271,  Imagine being this much of an asshole
272,  Lets start a resource thread for loans and grants for small businesses affected by corona. We'll start: (PLEASE SHARE)…
273,  My dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is…
274,  This corona shit fucking the money up 🤦🏾‍♂️
275,He definitely deserve the fucking corona virus 
276,  This mans whole career is a PR stunt - what on earth is a Janta Curfew? Has Corona decided to attack us ONLY ON 22nd March…
277,  Everyone in this looks sick
278,"“Is there a corona virus? NO it may possibly be i don’t know”💀💀 He contradicting already  Martial law, Mark of the… "
279,This dumb ass sorority girl keeps yelling on the flight “I hope I don’t test positive for corona” like girl chill t… 
280,  Day 5: We have rediscovered farming
281,  I reject u in Jesus name ...Haaaa corona following me God forbid#MercyNMercenariesSayStaySafe 
282,Honestly 
283,  Well sad David Davis!Do we really believe that a Barnier has the Corona Virus. I don’t.I think it’s yet another ploy…
284,still can’t believe my ASIAN friend called me yday to ask how to make rice..... CORONA VIRUS PLS TAKE HER
285,  Day 5: We have rediscovered farming 
286, Was this a lie then?  Confused! 
287,  My dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is…
288,"  Despite being hotbed for infectious diseases, India has done remarkably well against #COVID19. World is acknowledging our ef…"
289,_ Sameeee and now I’m having horrible nightmares and anxiety about corona. 😭
290,  Based 
291,  Everyone in this looks sick
292,  Pls RT. Dear  news &amp; press conferences around the country during this Corona Virus Emergency have  sign langua…
293,"  Pls if you live around tema and you don’t have hand sanitizer or can’t afford one,let me know,I’m giving some away for fre…"
294,  Everyone in this looks sick
295,  POTUS edits the copy for accuracy. 
296,  Corona day 3: it just feels like Sunday again and...again
297,"  As  invites citizen-participation in the fight against Corona Virus in India, I shall on remain indoors entirely…"
298,  The hard part is that Nigeria isn’t wired to lock down. Majority workers are in the informal space &amp; poor. The formal secto…
299,  Day 5: We have rediscovered farming
300, _solomon: Is this true?????
301," Get real, Megyn: "
302,  Day 5: We have rediscovered farming
303,  This is real. He’s actually this corrupt and racist and focused on entirely the wrong things. 
304,  this incompetent racist asshole 
305,This Corona virus thing no just make at all😩
306," If the #ChineseCoronaVirus lasts into tick season, you can have lyme w/ your corona"
307,  Day 5: We have rediscovered farming
308,  If we stay in isolation is that okay?Is it okay if I call you my Corona bae? 
309,  This is what a racist Pavlov dog looks like.
310,"  What the latest (Corona) virus shows: our privatized healthcare system failed (to anticipate, prepare for, or cope with it).…"
311,  Pakistan is facing one of the gravest crises in her recent memory. The spread of corona virus poses a serious threat tha…
312,  Corona day 3: it just feels like Sunday again and...again
313,"  ""If you mention Corona more than His name, you have missed the essence of the test”"
314,  Day 5: We have rediscovered farming
315,blind sheep with cellphones 
316,A god amongst men 
317,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
318,Corona Virus said stay away from everyone then there’s my fam calling everyone out on the media 😂😂😂😂  ok ya still putting in work fakas 😂💀
319,  Social distancing and self-isolation practices can be especially difficult for victims of domestic violence. …
320,Covid-19 is an acronym for Corona Virus Disease 2019. I’m sick of hearing people call it the “Covid-19 Disease” ffs fix up
321," _: Corona please. We are tired, we get it."
322,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
323,  this man’s piss could stop corona
324,  Corona day 3: it just feels like Sunday again and...again
325,"  Have you noticed every member on Trump's corona ""task force"" must make two obligatory compliments to Dear Leader before sha…"
326, _messing: He is a bastard. Look at the kindergarten size print for him to read. He is so frigging dumb.
327,  Day 5: We have rediscovered farming
328,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
329,  Day 5: We have rediscovered farming
330,  this man’s piss could stop corona
331,  holy shit I hate every person in this video
332, _Ind: Long time back this person broke off all relations with me because I revolted against dynasty &amp;  TODAY I BRE…
333,  Day 5: We have rediscovered farming
334,  Michael can you please check this French man's claims about the corona virus! 
335,  this man’s piss could stop corona
336,The only thing keeping me positive about the whole corona virus thing is thinking about how there’s 525600 minutes… 
337,  Everybody... just rub some Vick’s on your body and light one of these bad boys! #NoMás Corona 
338,  Day 5: We have rediscovered farming
339,My allergies need to chill because then I’m gonna start thinking I have corona 🤦🏼‍♀️😂
340,Young gravy da gawd 
341,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
342,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
343,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
344,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
345, my love Corona is now in Bloemfontein. Please take good care of yourself.
346,  Breaking News: A #Corona Patient escaped from a Govt hospital in Peshawar. Police despite hours long effort remain unabl…
347,what y’all need to do is pack up y’all shit and get the fuck outta Miami. go “party” and live your “best life” else… 
348,  Day 5: We have rediscovered farming
349,  Day 5: We have rediscovered farming
350,  BREAKING: The Italian who allegedly brought Corona Virus into the country has fully recovered &amp; tested negative. -Lagos S…
351,  this man’s piss could stop corona
352,He's such a r racist POS! #TrumpVirus2020 #TrumpPandemic 
353,"  Some gora journalists are using clickbait tweets to troll India &amp;/or Modi wrt corona fight back. U rise to the bait, you…"
354,Mr/Mrs French kisserMaster of the art of kissingBeware🔗 Corona virus is real#VOT
355,  Day 5: We have rediscovered farming
356,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
357, _: 2 weeks? it’s a fucking global pandemic not a hamstring strain.
358,  There you have it.Proof that this is an intentional tactic. Trump et al are trying to bait us into fighting over his raci…
359," _rohanverma: I am the CEO of  - through  all can find nearby corona testing, treatment &amp; isolation ce…"
360,    Lol we'd rather face corona than Zanupf
361,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
362,take y’all stupid asses home 
363,  Day 5: We have rediscovered farming
364,"  This message is universal . Stay home, stay safe - let’s Defeat Corona together #राजस्थान_सतर्क_है"
365,  Day 5: We have rediscovered farming
366,  Arabic guide to protecting against #COVID19
367, _disbrow - thanks for covering this topic... think you could get an Emmy out of this by covering fro… 
368, If I win I’m going to kiss you no corona tho.
369," _rohanverma: I am the CEO of  - through  all can find nearby corona testing, treatment &amp; isolation ce…"
370,"  There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
371,This is true🧐 i was super sick in January &amp; i didn’t know what it was... it took ab two weeks to go away 
372,  At least you know the cheeks are corona-free. 🙌
373,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
374,This corona virus got me texting people back now lol.
375,"Suddenly every single death is down to Corona Virus.... I kinda liked the old fashioned way, you know, blame a few… "
376,  Corona day 3: it just feels like Sunday again and...again
377,  here’s a deleted scene from TWD’s special on corona virus 
378,house. he will intimidate the corona 
379, _: 2 weeks? it’s a fucking global pandemic not a hamstring strain.
380,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
381,  Corona day 3: it just feels like Sunday again and...again
382,"  Fuck corona, I miss my friends "
383,"  #WritingCommunity #creative Am looking for beta reader swaps for my #paranormal #horror book ""The Sadeiest"", I have pl…"
384,  All Kenyans must be united in fighting the spread of corona virus...Let us all resolutely gang up against Covid-19!! Keep e…
385,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
386,  THEY REALLY DID HER LIKE THIS OMFGGGGGGGGGGGGG IIIIII —
387,  Me &amp; My Niggas Walking In The Club After The Corona Epidemic End 
388,its corona time right now
389,"  Trump is trying to distract you from his incompetence with his racism, don’t let him."
390,  holy shit I hate every person in this video
391, _: 2 weeks? it’s a fucking global pandemic not a hamstring strain.
392, _: Hyderabad : women fell into pit/open drainage  at Prizadiguda today after rainsThis is the condition of Telangana!!GH…
393, _meIodrama_: Corona virus symptoms: difficulty breathing and tightness of chest. My anxiety symptoms: difficulty breathing and tightne…
394,  These Republican Senators VOTED NO on Corona Relief Bill. Here's when they're UP for re-electionInhoffe        2020Blac…
395,  These people are absolute dogshit lol.
396, What do you think will happen with the premier League now with the Corona virus ?
397,I would seriously punch every fucker in this video in their stupid faces 
398,  this man’s piss could stop corona
399," _ashlee_4_: Dear corona virus, We really hate you. Sincerely, The class of 2020"
400,  Day 5: We have rediscovered farming
401, All talk soon so more can be ok and say on news so all can see truth sky is prove them nazi paedophile Eli… 
402,UPDATE: Our action center has been udpated with more information about restaurant shutdowns and disaster financing… 
403,"  As Prime Minister of 1.25Bn people, PM  has done a commendable job in getting together SAARC countries to combat…"
404,  There’s a 73% chance that NFL great Michael Irvin thinks that Corona Beer causes Corona Virus and I want everyone to think…
405,Rams just released Gurley!? Ayo WHAT THE FUCK. NFL on Corona 2
406,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
407,  Natural selection do your thing
408," _: Corona please. We are tired, we get it."
409,"  All the comments say that he looks unwell, but who’s going to tell them that that’s just what men in the south look like..?"
410,  Great work by WaPo photographer.
411,  Fuck Corona Nigga This Pollen Might Be The End Of Me.
412,  Which area?   This area 👇🏼 probably need complete lockdown.
413,  Corona day 3: it just feels like Sunday again and...again
414,fuck corona i miss my boyfriend
415,  God is Bigger than Corona virusGod is Bigger than Corona virusGod is Bigger than Corona virusGod is Bigger than Corona vir…
416,  Day 5: We have rediscovered farming
417, _dripping: I write to kindly bring to your attention a potential Corona Virus case in Ibadan. I am a resident of Akobo in Ibadan. T…
